party,first_name,last_name,elected_appointed,birth_year_x,gender,race_ethnicity,religion,lgbtq,pre_election_incumbent,period,military_service,is_vet,district,state,birthday,type,senate_class,twitter,twitter_id,govtrack_id,birth_year_y,age,ideology,christian,since_first_elected,ideology_cluster,2014_2018_acs_citizen_adult_population_white,2014_2018_acs_citizen_adult_population_black,2014_2018_acs_citizen_adult_population_latino,2014_2018_acs_citizen_adult_population_asian_and_pacific_islander,2014_2018_acs_citizen_adult_population_native,2014_2018_acs_citizen_adult_population_other,2010_census_adult_population_by_race_white,2010_census_adult_population_by_race_black,2010_census_adult_population_by_race_latino,2010_census_adult_population_by_race_asian_and_pacific_islander,2010_census_adult_population_by_race_native,2010_census_adult_population_by_race_other,2014_2018_acs_educational_attainment_among_adults_25+_and_median_household_income_high_school_or_greater,2014_2018_acs_educational_attainment_among_adults_25+_and_median_household_income_hs_rank,2014_2018_acs_educational_attainment_among_adults_25+_and_median_household_income_bachelor's_degree_or_higher,2014_2018_acs_educational_attainment_among_adults_25+_and_median_household_income_ba_rank_(bachelor's_degree_share),2014_2018_acs_educational_attainment_among_adults_25+_and_median_household_income_white_ba_(bachelor's_degree_or_higher_among_whites_only),2014_2018_acs_educational_attainment_among_adults_25+_and_median_household_income_white_ba_rank_(bachelor's_degree_share),median_income,income_rank,white_income,white_rank,non_college_white_share,is_border,population_white_percentage,avgmaxaddown (cd),avgmaxadup (cd),providercount (cd),percentage_adv_tech (cd),avgmaxaddown (state),avgmaxadup (state),providercount (state),percentage_adv_tech (state),cd_urban_pop_ratio,total_district_population,(cd) perc_estimate_households_income_$20000_less_with_internet,"(cd) perc_estimate_households_income_$75,000_more_with_internet","(cd) perc_estimate_households_income_$75,000_more_without_internet","(cd) perc_estimate_households_income_between_$20000_$74,999_with_internet","(cd) perc_estimate_households_income_between_$20000_$74,999_without_internet",(cd) perc_estimate_households_with_internet,(cd) perc_estimate_households_with_internet_broadband_any,(cd) perc_estimate_households_without_internet,(cd) perc_households_income_$20000_less_without_internet,(state) perc_estimate_households_income_$20000_less_with_internet,"(state) perc_estimate_households_income_$75,000_more_with_internet","(state) perc_estimate_households_income_$75,000_more_without_internet","(state) perc_estimate_households_income_between_$20000_$74,999_with_internet","(state) perc_estimate_households_income_between_$20000_$74,999_without_internet",(state) perc_estimate_households_with_internet,(state) perc_estimate_households_with_internet_broadband_any,(state) perc_estimate_households_without_internet,(state) perc_households_income_$20000_less_without_internet,state_urban_pop_ratio,total_state_population,state_code,current_dollar_gdp_2021,current_dollar_gdp_2022,real_gdp_2021,real_gdp_2022,2022_nominal_gdp_per_capita,2022_real_gdp_per_capita,2021_nominal_gdp_per_capita,2021_real_gdp_per_capita
R,Jeff,Fortenberry,2004-01-01,1960,M,White,Christian,No,Won,116,no,No,1,NE,1960-12-27,rep,,,,400640,1960.0,62.0,0.6599141145313581,Yes,19,Right Centrist,88.6,2.6,4.9,1.7,0.9,1.3,87.9,2.3,5.8,2.1,0.9,1.0,92.2,76,31.5,177,32.9,228,59534,200,62182,252,59.5,no,88.6,87.97359695859696,33.65142380952381,8.0,0.1155778123141272,70.0056023512858,25.90885995314627,7.0,0.1178415099940295,0.7378023633610555,657116.0,7.747923790913531,42.00527601367856,1.907962872496336,38.480898876404495,6.104934049829018,88.64250122129947,88.23409868099658,11.357498778700538,3.344601856375183,7.866253995901105,42.25238450346529,1.9019967772047208,37.13137323411157,6.475054625858499,87.61779108151377,87.25001173347796,12.382208918486224,4.005157515423005,0.7307903246194559,1961929.0,NE,146285000000.0,161702000000.0,122136000000.0,123540000000.0,82420.0,62969.0,74562.0,62253.0
R,Don,Bacon,2016-01-01,1963,M,White,Christian,No,Won,116,Air Force,Yes,2,NE,1963-08-16,rep,,RepDonBacon,8.189751244603351e+17,412713,1963.0,60.0,0.7714742820618996,Yes,7,Right Centrist,81.6,9.1,5.8,1.6,0.4,1.6,78.3,9.2,8.2,2.5,0.4,1.3,91.1,116,39.8,85,44.3,100,65816,149,74005,148,45.4,no,81.51848151848154,174.02247064803885,33.092116465575195,9.0,0.1839430602254983,70.0056023512858,25.90885995314627,7.0,0.1178415099940295,0.9661324699736528,703300.0,7.536899209909757,48.471556012150685,1.4515783327543772,34.00824827606596,5.076089607615613,90.2066503573514,90.0167034981264,9.793349642648613,3.265681702278623,7.866253995901105,42.25238450346529,1.9019967772047208,37.13137323411157,6.475054625858499,87.61779108151377,87.25001173347796,12.382208918486224,4.005157515423005,0.7307903246194559,1961929.0,NE,146285000000.0,161702000000.0,122136000000.0,123540000000.0,82420.0,62969.0,74562.0,62253.0
R,Adrian,Smith,2006-01-01,1970,M,White,Christian,No,Won,116,no,No,3,NE,1970-12-19,rep,,RepAdrianSmith,296245061.0,412217,1970.0,52.0,0.6520242560193494,Yes,17,Right Centrist,90.4,0.9,6.4,0.5,0.7,0.9,89.7,0.7,7.6,0.7,0.7,0.6,89.9,171,22.2,348,23.7,379,53115,289,54489,355,69.0,no,90.58116232464928,58.40348212662042,21.60125198630289,7.0,0.105807645000429,70.0056023512858,25.90885995314627,7.0,0.1178415099940295,0.4479646359020737,601514.0,8.362605431515762,35.51935284067526,2.402321260065098,39.209092156186216,8.442419531175304,83.61566185426445,83.09105042837723,16.38433814573556,5.539597354495155,7.866253995901105,42.25238450346529,1.9019967772047208,37.13137323411157,6.475054625858499,87.61779108151377,87.25001173347796,12.382208918486224,4.005157515423005,0.7307903246194559,1961929.0,NE,146285000000.0,161702000000.0,122136000000.0,123540000000.0,82420.0,62969.0,74562.0,62253.0
Democratic,Dina,Titus,2010-01-01,1950,F,White,Orthodox,No,Won,116,no,No,1,NV,1950-05-23,rep,,RepDinaTitus,122174004.0,412318,1950.0,73.0,0.2641112493866983,No,13,Left Centrist,45.0,13.2,29.1,9.3,0.7,2.7,42.3,9.5,36.5,9.0,0.5,2.2,77.2,407,15.4,424,21.5,402,40489,421,43789,430,35.3,no,44.99999999999999,178.8817636164889,39.65714285714286,9.0,0.1978975554123072,160.3386820531511,31.48966011271458,6.0,0.1480056797872375,0.9995637833121982,616667.0,13.155984212818945,24.59421048694741,2.6074368710757545,41.987389615132464,10.09710788347054,79.87706414752303,79.73758431489883,20.122935852476974,7.418391097930682,8.846510813413886,41.57945889151563,2.354960161106733,36.89729445757814,6.286402241484984,87.49820506085283,87.32326416250767,12.501794939147183,3.860432536555468,0.941215389600726,3104487.0,NV,194487000000.0,215918000000.0,159567000000.0,165455000000.0,69550.0,53295.0,62647.0,51399.0
R,Mark,Amodei,2011-01-01,1958,M,White,Christian,No,Won,116,Army,Yes,2,NV,1958-06-12,rep,,MarkAmodeiNV2,402719755.0,412500,1958.0,65.0,0.5944763839305907,Yes,12,Centrist,76.1,1.9,14.1,3.8,2.1,1.9,73.8,1.7,16.6,4.3,1.8,1.8,88.3,249,26.6,261,30.4,268,61259,190,64501,230,53.0,no,76.17617617617618,116.441680737043,27.92180131776945,5.0,0.128158092959369,160.3386820531511,31.48966011271458,6.0,0.1480056797872375,0.846395524616844,760070.0,7.15958400512665,46.49945972478346,2.167918219034731,34.61238235805419,5.895646779312061,88.50560215973739,88.2714260879643,11.494397840262604,3.4308328419158123,8.846510813413886,41.57945889151563,2.354960161106733,36.89729445757814,6.286402241484984,87.49820506085283,87.32326416250767,12.501794939147183,3.860432536555468,0.941215389600726,3104487.0,NV,194487000000.0,215918000000.0,159567000000.0,165455000000.0,69550.0,53295.0,62647.0,51399.0
Democratic,Susie,Lee,2018-01-01,1966,F,White,Christian,No,Open - Elected to Senate,116,no,No,3,NV,1966-11-07,rep,,RepSusieLee,1.0790615799734396e+18,412802,1966.0,56.0,0.4059182290018691,Yes,5,Centrist,62.8,6.9,14.0,12.7,0.4,3.2,64.4,5.9,13.5,13.1,0.4,2.7,92.8,50,32.4,164,34.2,208,70660,110,73432,157,41.3,no,62.79999999999999,173.12181272222327,37.024433882777245,8.0,0.1754663795014727,160.3386820531511,31.48966011271458,6.0,0.1480056797872375,0.988003392239107,872581.0,7.270636027702322,50.49188752661332,1.9923280229058076,34.555098744585564,3.80570442698774,92.43447617649218,92.3176222989012,7.565523823507819,1.767491373614272,8.846510813413886,41.57945889151563,2.354960161106733,36.89729445757814,6.286402241484984,87.49820506085283,87.32326416250767,12.501794939147183,3.860432536555468,0.941215389600726,3104487.0,NV,194487000000.0,215918000000.0,159567000000.0,165455000000.0,69550.0,53295.0,62647.0,51399.0
Democratic,Steven,Horsford,2012-01-01,1973,M,Black,Christian,No,Open - Retired,116,no,No,4,NV,1973-04-29,rep,,RepHorsford,389840566.0,412559,1973.0,50.0,0.2474771254986711,Yes,11,Left Centrist,55.0,15.7,19.1,6.4,0.9,2.9,54.7,13.2,23.0,6.0,0.8,2.3,85.4,332,21.0,368,25.7,346,58618,214,65038,221,40.9,no,54.999999999999986,117.41666666666669,33.049461935113186,5.0,0.1310034305317324,160.3386820531511,31.48966011271458,6.0,0.1480056797872375,0.9356748533334268,855172.0,8.950481066290052,39.89353395302729,2.748901729394271,37.84501313850771,6.488453730046103,86.896799907657,86.68902815782505,13.103200092343,3.8658446329026255,8.846510813413886,41.57945889151563,2.354960161106733,36.89729445757814,6.286402241484984,87.49820506085283,87.32326416250767,12.501794939147183,3.860432536555468,0.941215389600726,3104487.0,NV,194487000000.0,215918000000.0,159567000000.0,165455000000.0,69550.0,53295.0,62647.0,51399.0
Democratic,Chris,Pappas,2018-01-01,1980,M,White,Orthodox,Yes,Open - Retired,116,no,No,1,NH,1980-06-04,rep,,RepChrisPappas,1.067748650485498e+18,412795,1980.0,43.0,0.3960326189886937,No,5,Left Centrist,93.7,1.1,2.4,1.4,0.1,1.3,93.7,1.0,2.2,1.9,0.2,1.0,93.0,44,37.2,112,37.2,173,75028,82,76392,131,58.8,canada_border,93.7,193.56547749831583,80.05282177958858,6.0,0.2780763646552383,166.61860800899908,48.41464747382837,6.0,0.230729138967186,0.6751902824438593,693838.0,6.2443248269299225,54.04326570343089,1.570887905797575,30.665184765474606,4.400302191615635,91.11549385810068,90.95277529583542,8.884506141899303,2.9133160444860926,6.1460844404400925,53.22659720307924,1.6865147274029042,30.7041513497113,4.854557530391861,90.36932748467687,90.07683299323062,9.630672515323123,3.0896002575283568,0.583405135962846,1377620.0,NH,99673000000.0,105414000000.0,82986000000.0,83004000000.0,76519.0,60252.0,72352.0,60239.0
Democratic,Annie,Kuster,2012-01-01,1956,F,White,Christian,No,Won,116,no,No,2,NH,1956-09-05,rep,,RepAnnieKuster,1058717720.0,412557,1956.0,67.0,0.3940790156791218,Yes,11,Left Centrist,93.3,1.0,2.7,1.6,0.2,1.2,93.5,0.8,2.2,2.2,0.2,1.1,92.8,52,35.8,124,35.5,193,73039,96,73536,153,60.2,canada_border,93.3,155.23954173508483,28.099104279666413,6.0,0.1967820878077288,166.61860800899908,48.41464747382837,6.0,0.230729138967186,0.4902702908236835,683782.0,6.044094856354237,52.378761769374925,1.806554273928077,30.74460503542596,5.326148845592589,89.59468478625647,89.16746166115513,10.405315213743538,3.272612094222872,6.1460844404400925,53.22659720307924,1.6865147274029042,30.7041513497113,4.854557530391861,90.36932748467687,90.07683299323062,9.630672515323123,3.0896002575283568,0.583405135962846,1377620.0,NH,99673000000.0,105414000000.0,82986000000.0,83004000000.0,76519.0,60252.0,72352.0,60239.0
Democratic,Donald,Norcross,2014-01-01,1958,M,White,Christian,No,Won,116,no,No,1,NJ,1958-12-13,rep,,DonaldNorcross,3122099613.0,412606,1958.0,64.0,0.3521887894517772,Yes,9,Left Centrist,68.4,16.5,9.6,4.1,0.1,1.3,68.9,15.4,9.9,4.5,0.2,1.2,89.8,182,31.3,181,34.0,212,70270,113,80408,105,45.1,no,68.40000000000002,209.14444471705175,77.81641395784243,7.0,0.5380310033644625,186.81789753437727,69.83528882383672,7.0,0.4934610349341969,0.9805007522714344,752389.0,7.836072638387007,50.3491686712516,1.5807079452209636,30.38632855412026,5.485674723861802,88.77997605095001,88.57156986375887,11.220023949049986,4.15364127996722,6.865242573493828,55.405227195925065,1.9948745362297169,27.11956707316355,4.898803587471402,89.56550714774359,89.39003684258245,10.434492852256415,3.540814728555297,0.9376654780915996,9288995.0,NJ,682946000000.0,745422000000.0,566893000000.0,581704000000.0,80248.0,62623.0,73522.0,61028.0
R,Jeff,Van Drew,2018-01-01,1953,M,White,Christian,No,Open - Retired,116,no,No,2,NJ,1953-02-23,rep,,Congressman_JVD,1.4686770995946988e+18,412796,1953.0,70.0,0.6230014882735437,Yes,5,Right Centrist,73.0,11.9,10.3,3.0,0.3,1.4,71.0,11.8,12.2,3.5,0.3,1.2,86.9,291,26.1,275,30.5,264,63862,169,73597,152,50.7,no,73.07307307307308,150.47061733605307,6.26445622091759,6.0,0.3961946869213619,186.81789753437727,69.83528882383672,7.0,0.4934610349341969,0.7765413691032934,727017.0,8.364361023877356,45.98704487660573,1.8802416152372068,33.44760752825281,5.505563125259576,88.0267117448613,87.79901342873589,11.973288255138696,4.587483514641912,6.865242573493828,55.405227195925065,1.9948745362297169,27.11956707316355,4.898803587471402,89.56550714774359,89.39003684258245,10.434492852256415,3.540814728555297,0.9376654780915996,9288995.0,NJ,682946000000.0,745422000000.0,566893000000.0,581704000000.0,80248.0,62623.0,73522.0,61028.0
Democratic,Andy,Kim,2018-01-01,1982,M,Asian,Christian,No,Lost,116,no,No,3,NJ,1982-07-12,rep,,RepAndyKimNJ,1.0787718488825938e+18,412797,1982.0,41.0,0.4241374071692811,Yes,5,Centrist,79.4,10.1,5.9,2.8,0.0,1.7,80.0,9.8,5.6,3.2,0.1,1.4,93.1,40,33.9,145,34.5,205,79880,64,80978,100,52.0,no,79.47947947947948,154.69169661575322,15.08325566893424,6.0,0.4530697631310657,186.81789753437727,69.83528882383672,7.0,0.4934610349341969,0.9385285538036888,765153.0,5.574271242680327,56.82769666395223,1.895934772545269,28.037938969214288,5.213398254428973,90.67440673899895,90.43990687584686,9.325593261001051,2.2162602340268087,6.865242573493828,55.405227195925065,1.9948745362297169,27.11956707316355,4.898803587471402,89.56550714774359,89.39003684258245,10.434492852256415,3.540814728555297,0.9376654780915996,9288995.0,NJ,682946000000.0,745422000000.0,566893000000.0,581704000000.0,80248.0,62623.0,73522.0,61028.0
R,Chris,Smith,1980-01-01,1953,M,White,Christian,No,Won,116,no,No,4,NJ,1953-03-04,rep,,,,400380,1953.0,70.0,0.5722257975413445,Yes,43,Centrist,82.7,6.2,6.5,3.7,0.0,0.8,80.5,6.2,8.5,3.8,0.1,0.9,92.4,63,40.3,81,42.7,112,83372,51,87047,74,47.4,no,82.78278278278279,206.4187093552986,86.16428362004488,6.0,0.5180652767621293,186.81789753437727,69.83528882383672,7.0,0.4934610349341969,0.9379323739522576,823796.0,5.691817258474875,57.02376283424342,2.403099995642307,25.36814124288104,5.929143914481954,88.30696929167378,88.08372133559934,11.69303070832621,3.3607867982019486,6.865242573493828,55.405227195925065,1.9948745362297169,27.11956707316355,4.898803587471402,89.56550714774359,89.39003684258245,10.434492852256415,3.540814728555297,0.9376654780915996,9288995.0,NJ,682946000000.0,745422000000.0,566893000000.0,581704000000.0,80248.0,62623.0,73522.0,61028.0
Democratic,Josh,Gottheimer,2016-01-01,1975,M,White,Jewish,No,Won,116,no,No,5,NJ,1975-03-08,rep,,RepJoshG,8.15310506596692e+17,412714,1975.0,48.0,0.6368526096218968,No,7,Right Centrist,75.5,4.6,10.9,8.0,0.2,0.8,75.4,4.4,10.1,8.8,0.1,1.1,93.5,30,47.3,36,47.4,79,102923,16,105445,25,39.7,no,75.5,211.57890796790628,95.5067309180744,7.0,0.484923762206613,186.81789753437727,69.83528882383672,7.0,0.4934610349341969,0.8467349954985195,768637.0,4.8416087888069255,66.26080266885236,1.7762391613821666,21.99933853874581,3.204851674503545,93.28257337187064,93.1017499964051,6.717426628129358,1.7363357922436478,6.865242573493828,55.405227195925065,1.9948745362297169,27.11956707316355,4.898803587471402,89.56550714774359,89.39003684258245,10.434492852256415,3.540814728555297,0.9376654780915996,9288995.0,NJ,682946000000.0,745422000000.0,566893000000.0,581704000000.0,80248.0,62623.0,73522.0,61028.0
Democratic,Frank,Pallone,1988-01-01,1951,M,White,Christian,No,Won,116,no,No,6,NJ,1951-10-30,rep,,FrankPallone,31801993.0,400308,1951.0,71.0,0.2248076923913061,Yes,35,Left Centrist,57.9,10.9,16.1,14.0,0.1,1.0,55.2,9.0,17.6,16.5,0.1,1.7,88.9,224,39.4,90,38.7,158,82747,54,87334,71,35.5,no,57.9,175.2658332832291,32.61991667120795,7.0,0.4720299345182413,186.81789753437727,69.83528882383672,7.0,0.4934610349341969,0.9971656677401332,735624.0,6.412770305725096,57.42968401699656,2.5593479127130982,25.578092265932305,4.831079881481715,89.55350485080663,89.42054658865398,10.446495149193373,3.05606735499856,6.865242573493828,55.405227195925065,1.9948745362297169,27.11956707316355,4.898803587471402,89.56550714774359,89.39003684258245,10.434492852256415,3.540814728555297,0.9376654780915996,9288995.0,NJ,682946000000.0,745422000000.0,566893000000.0,581704000000.0,80248.0,62623.0,73522.0,61028.0
Democratic,Tom,Malinowski,2018-01-01,1965,M,White,Unknown,No,Lost,116,no,No,7,NJ,1965-09-23,rep,,,,412798,1965.0,57.0,0.3558319604353067,No,5,Left Centrist,78.4,4.8,8.2,7.6,0.1,0.9,77.4,3.9,10.0,7.8,0.1,0.9,94.3,16,53.2,22,54.5,40,113685,4,116846,12,35.7,no,78.4,155.40837833597868,30.47671991511199,7.0,0.4890042938377625,186.81789753437727,69.83528882383672,7.0,0.4934610349341969,0.8307909321246398,747916.0,4.201055237870659,69.35573011849318,1.571066438719566,19.815185993043684,3.104919530743383,93.555458940046,93.37197134940752,6.444541059954018,1.768555090491069,6.865242573493828,55.405227195925065,1.9948745362297169,27.11956707316355,4.898803587471402,89.56550714774359,89.39003684258245,10.434492852256415,3.540814728555297,0.9376654780915996,9288995.0,NJ,682946000000.0,745422000000.0,566893000000.0,581704000000.0,80248.0,62623.0,73522.0,61028.0
Democratic,Albio,Sires,2006-01-01,1951,M,Hispanic,Christian,No,Won,116,no,No,8,NJ,1951-01-26,rep,,,,412186,1951.0,72.0,0.2860771761883278,Yes,17,Left Centrist,34.6,10.4,47.3,6.5,0.1,1.1,30.4,8.6,50.3,8.6,0.1,2.0,79.5,400,32.8,160,50.5,59,59973,198,86513,78,17.1,no,34.60000000000001,187.01967531065003,81.68648703138385,7.0,0.5387931034482759,186.81789753437727,69.83528882383672,7.0,0.4934610349341969,1.0,867677.0,9.025688214094012,44.78521585767963,2.100759144237405,32.38923395445135,6.305651407100682,86.32681542826471,86.20013802622498,13.673184571735298,5.266774020397209,6.865242573493828,55.405227195925065,1.9948745362297169,27.11956707316355,4.898803587471402,89.56550714774359,89.39003684258245,10.434492852256415,3.540814728555297,0.9376654780915996,9288995.0,NJ,682946000000.0,745422000000.0,566893000000.0,581704000000.0,80248.0,62623.0,73522.0,61028.0
Democratic,Bill,Pascrell,1996-01-01,1937,M,White,Christian,No,Won,116,Army,Yes,9,NJ,1937-01-25,rep,,BillPascrell,74508260.0,400309,1937.0,86.0,0.2960607335649176,Yes,27,Left Centrist,46.6,10.9,30.9,10.6,0.1,1.0,45.6,9.5,31.2,12.2,0.1,1.4,85.5,331,33.6,150,39.2,154,67471,137,80689,102,28.3,no,46.55344655344656,205.0217855361374,88.21596698564142,7.0,0.5720633912984333,186.81789753437727,69.83528882383672,7.0,0.4934610349341969,1.0,772795.0,8.082546713005092,50.00456806230106,2.1477201714667866,30.131304382781693,5.0964957480476105,88.37592594622843,88.21841915808784,11.624074053771576,4.379858134257178,6.865242573493828,55.405227195925065,1.9948745362297169,27.11956707316355,4.898803587471402,89.56550714774359,89.39003684258245,10.434492852256415,3.540814728555297,0.9376654780915996,9288995.0,NJ,682946000000.0,745422000000.0,566893000000.0,581704000000.0,80248.0,62623.0,73522.0,61028.0
Democratic,Donald,Payne,2012-01-01,1958,M,Black,Christian,No,Won,116,no,No,10,NJ,1958-12-17,rep,,RepDonaldPayne,1155335864.0,412506,1958.0,64.0,0.2187633740519396,Yes,11,Left Centrist,23.0,54.0,16.0,5.7,0.2,1.1,23.8,50.1,16.8,6.9,0.2,2.3,86.0,318,29.2,223,46.3,88,52967,293,76951,124,12.4,no,23.0,227.97696747931565,90.73691151190653,7.0,0.5622710622710623,186.81789753437727,69.83528882383672,7.0,0.4934610349341969,1.0,772424.0,11.608685717549948,40.4849121003099,2.11751852962598,32.57679619553575,6.501435242705968,84.78928352112877,84.6703940133956,15.210716478871229,6.59176270653928,6.865242573493828,55.405227195925065,1.9948745362297169,27.11956707316355,4.898803587471402,89.56550714774359,89.39003684258245,10.434492852256415,3.540814728555297,0.9376654780915996,9288995.0,NJ,682946000000.0,745422000000.0,566893000000.0,581704000000.0,80248.0,62623.0,73522.0,61028.0
Democratic,Mikie,Sherrill,2018-01-01,1972,F,White,Christian,No,Open - Retired,116,Navy,Yes,11,NJ,1972-01-19,rep,,RepSherrill,1.080569698536878e+18,412799,1972.0,51.0,0.3848711721928343,Yes,5,Left Centrist,79.2,3.6,8.6,7.6,0.1,0.9,79.0,3.4,8.0,8.5,0.1,1.1,94.8,9,54.1,18,54.4,43,111802,6,112208,17,36.1,no,79.20000000000002,190.6064526380349,78.89148657458517,7.0,0.5044819063779556,186.81789753437727,69.83528882383672,7.0,0.4934610349341969,0.9596750528544112,732674.0,4.075273620728166,70.68758841486115,1.8732782369146008,18.914079368624822,2.706425433698161,93.86419477328567,93.67694140421412,6.135805226714318,1.556101556101556,6.865242573493828,55.405227195925065,1.9948745362297169,27.11956707316355,4.898803587471402,89.56550714774359,89.39003684258245,10.434492852256415,3.540814728555297,0.9376654780915996,9288995.0,NJ,682946000000.0,745422000000.0,566893000000.0,581704000000.0,80248.0,62623.0,73522.0,61028.0
Democratic,Deb,Haaland,2018-01-01,1960,F,Other,Christian,No,Open - Elected governor,116,no,No,1,NM,1960-12-02,rep,,,,412800,1960.0,62.0,0.096239252192113,Yes,5,Far Left,46.9,2.5,43.2,1.9,4.0,1.4,46.9,2.4,43.5,2.2,3.5,1.5,88.2,254,33.0,158,47.2,80,50680,330,60782,269,24.8,mexico_border,46.946946946946944,125.57539442734527,26.6190710592528,10.0,0.0878788308337822,39.15810860058309,11.395587346174423,5.0,0.0975068049362924,0.923371004360215,714874.0,11.67129406702388,36.05035157997549,1.960924933662545,37.26952643423798,6.964664419560072,85.40507682167603,84.99117208123734,14.59492317832396,5.669333825101342,11.02190229711302,32.89158243751654,2.526811778741512,36.15378149890044,9.506467569320476,80.44173416916416,80.06726623353,19.55826583083584,7.524986482773848,0.7467785104484768,2115094.0,NM,109583000000.0,122115000000.0,93625000000.0,94663000000.0,57735.0,44756.0,51810.0,44265.0
Democratic,Xochitl,Torres Small,2018-01-01,1984,F,Hispanic,Christian,No,Open - Ran for governor,116,no,No,2,NM,1984-11-15,rep,,,,412801,1984.0,38.0,0.4571230195986348,Yes,5,Centrist,44.3,1.9,47.1,0.6,5.2,0.9,45.3,1.6,46.9,0.8,4.3,1.1,80.8,388,20.6,374,30.7,261,42957,406,51759,390,30.7,mexico_border,44.3,35.837913494214305,6.773181699603901,5.0,0.1119015965918985,39.15810860058309,11.395587346174423,5.0,0.0975068049362924,0.6625540475952294,719737.0,12.294173558771211,28.9050329125107,2.585673099297577,36.39504478388963,10.743795133917832,77.86638585531117,77.59425125517154,22.13361414468884,8.80414591147343,11.02190229711302,32.89158243751654,2.526811778741512,36.15378149890044,9.506467569320476,80.44173416916416,80.06726623353,19.55826583083584,7.524986482773848,0.7467785104484768,2115094.0,NM,109583000000.0,122115000000.0,93625000000.0,94663000000.0,57735.0,44756.0,51810.0,44265.0
R,Lee,Zeldin,2014-01-01,1980,M,White,Jewish,No,Won,116,Army,Yes,1,NY,1980-01-30,rep,,,,412646,1980.0,43.0,0.6335229132880256,No,9,Right Centrist,81.9,4.7,9.4,2.9,0.2,0.8,80.0,4.3,11.2,3.3,0.2,1.0,92.1,83,35.7,126,37.7,166,93892,30,96962,40,51.1,canada_border,81.98198198198196,180.7931715871555,10.711442838306455,5.0,0.3084192748571634,208.69217687074828,27.721793725490198,6.0,0.33834329912623,0.963200728778024,746456.0,5.648048623945437,62.42972803687007,2.5425498186654707,22.82108584198764,4.245315846859317,91.0334134968566,90.89886250280314,8.96658650314339,2.1787208376186022,9.461484830979462,47.787056034740345,2.238375065569743,29.66774898242399,5.844226210633254,87.12538262850009,86.91628984814379,12.874617371499902,4.792016095296906,0.8746052240835201,20201018.0,NY,1901297000000.0,2053180000000.0,1514779000000.0,1563044000000.0,101637.0,77375.0,94119.0,74985.0
R,Pete,King,1992-01-01,1944,M,White,Christian,No,Won,116,Army NG,Yes,2,NY,1944-04-05,rep,,,,400219,1944.0,79.0,0.5663078941917205,Yes,31,Centrist,70.7,9.4,16.0,2.8,0.1,1.0,68.8,8.5,18.5,2.9,0.1,1.1,88.6,236,30.9,191,35.2,199,98595,20,103378,28,45.8,canada_border,70.7,271.3784874341365,119.06762437299504,6.0,0.463512677798392,208.69217687074828,27.721793725490198,6.0,0.33834329912623,0.9994206365254252,697318.0,4.962611400667833,64.769296125929,4.259148444387599,19.84130972012224,4.245444620563958,89.67416874888656,89.57321724671907,10.325831251113437,1.8212381861618787,9.461484830979462,47.787056034740345,2.238375065569743,29.66774898242399,5.844226210633254,87.12538262850009,86.91628984814379,12.874617371499902,4.792016095296906,0.8746052240835201,20201018.0,NY,1901297000000.0,2053180000000.0,1514779000000.0,1563044000000.0,101637.0,77375.0,94119.0,74985.0
Democratic,Tom,Suozzi,2016-01-01,1962,M,White,Christian,No,Won,116,no,No,3,NY,1962-08-31,rep,,,,412717,1962.0,61.0,0.3418620602261301,Yes,7,Left Centrist,75.4,3.0,7.6,13.0,0.1,0.8,73.9,2.9,9.0,12.7,0.1,1.4,92.9,49,52.7,23,55.1,38,113428,5,117783,9,33.9,canada_border,75.47547547547549,278.54062341180145,119.990194040309,6.0,0.5049553550558646,208.69217687074828,27.721793725490198,6.0,0.33834329912623,0.9900080708722626,739698.0,5.389228552513727,67.53962381712684,2.614198372210756,19.065773589314222,3.338136220257798,92.20802990770667,91.9946259589548,7.791970092293314,1.8396354998247595,9.461484830979462,47.787056034740345,2.238375065569743,29.66774898242399,5.844226210633254,87.12538262850009,86.91628984814379,12.874617371499902,4.792016095296906,0.8746052240835201,20201018.0,NY,1901297000000.0,2053180000000.0,1514779000000.0,1563044000000.0,101637.0,77375.0,94119.0,74985.0
Democratic,Kathleen,Rice,2014-01-01,1965,F,White,Christian,No,Won,116,no,No,4,NY,1965-02-15,rep,,,,412647,1965.0,58.0,0.4192101222961495,Yes,9,Centrist,64.9,14.7,13.3,6.0,0.1,1.0,63.2,13.5,16.5,5.4,0.1,1.3,89.7,188,42.3,63,49.4,68,105685,12,114429,15,32.8,canada_border,64.9,286.2624211073318,127.2664019047619,6.0,0.4964882226980728,208.69217687074828,27.721793725490198,6.0,0.33834329912623,0.9995746363984152,771106.0,4.262920033163722,67.49955294002893,2.313738559328922,19.96488547136378,3.769934810527856,91.80376505779266,91.72735844455644,8.196234942207338,2.11256157235056,9.461484830979462,47.787056034740345,2.238375065569743,29.66774898242399,5.844226210633254,87.12538262850009,86.91628984814379,12.874617371499902,4.792016095296906,0.8746052240835201,20201018.0,NY,1901297000000.0,2053180000000.0,1514779000000.0,1563044000000.0,101637.0,77375.0,94119.0,74985.0
